player,nationality,position,value,position2,foot,league,games,games_starts,minutes,goals,assists,xg,npxg,xa,minutes_90s,shots_total,shots_on_target,passes_completed,passes,passes_total_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,assisted_shots,passes_into_final_third,passes_into_penalty_area,progressive_passes,passes_live,through_balls,passes_pressure,passes_ground,passes_right_foot,passes_offsides,passes_intercepted,passes_blocked,sca,sca_passes_live,sca_dribbles,sca_shots,sca_fouled,gca,gca_passes_live,gca_dribbles,gca_fouled,tackles_att_3rd,pressure_regains,pressures_att_3rd,touches,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,miscontrols,dispossessed,fouled,W,GF,GDiff,Pts,Pts/G,xG,xGDiff,xGDiff/90,CL,bin
Marcel Schmelzer,GER,DF,1000000.0,Defender - Left-Back,left,Bundesliga,7.0,0.0,66.0,1.0,1.0,0.6,0.6,0.2,0.7,2.0,1.0,41.0,52.0,607.0,25.0,28.0,14.0,18.0,2.0,3.0,2.0,6.0,47.0,0.0,14.0,37.0,12.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,58.0,36.0,16.0,3.0,53.0,0.0,0.0,0.0,0.0,34.0,184.0,71.0,43.0,37.0,0.0,0.0,0.0,21.0,84.0,43.0,69.0,2.03,59.2,19.8,0.58,1.0,0
Nico Schulz,GER,DF,16000000.0,Defender - Left-Back,left,Bundesliga,11.0,7.0,594.0,1.0,0.0,0.4,0.4,0.2,6.6,6.0,1.0,389.0,454.0,6141.0,225.0,244.0,134.0,157.0,4.0,21.0,5.0,27.0,403.0,0.0,68.0,339.0,86.0,0.0,11.0,13.0,11.0,7.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,26.0,12.0,515.0,254.0,170.0,19.0,467.0,6.0,11.0,6.0,0.0,371.0,1946.0,1084.0,405.0,371.0,4.0,5.0,3.0,21.0,84.0,43.0,69.0,2.03,59.2,19.8,0.58,1.0,4
Julian Weigl,GER,"MF,DF",18000000.0,Midfielder - Defensive Midfield,right,Bundesliga,13.0,12.0,1019.0,1.0,0.0,0.3,0.3,0.4,11.3,9.0,3.0,753.0,824.0,16680.0,213.0,229.0,373.0,393.0,4.0,52.0,5.0,35.0,807.0,1.0,117.0,644.0,710.0,0.0,8.0,11.0,9.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,55.0,26.0,923.0,571.0,111.0,9.0,910.0,6.0,8.0,6.0,0.0,707.0,3560.0,1758.0,749.0,723.0,3.0,9.0,10.0,21.0,84.0,43.0,69.0,2.03,59.2,19.8,0.58,1.0,4
Axel Witsel,BEL,MF,21000000.0,Midfielder - Defensive Midfield,right,Bundesliga,28.0,25.0,2245.0,4.0,5.0,2.2,2.2,2.8,24.9,28.0,7.0,1688.0,1794.0,29168.0,785.0,814.0,744.0,779.0,13.0,140.0,9.0,80.0,1737.0,0.0,272.0,1545.0,1607.0,1.0,13.0,17.0,29.0,26.0,2.0,1.0,0.0,9.0,9.0,0.0,0.0,2.0,105.0,49.0,2007.0,1336.0,361.0,40.0,1956.0,22.0,27.0,23.0,0.0,1572.0,7583.0,2858.0,1668.0,1581.0,11.0,29.0,40.0,21.0,84.0,43.0,69.0,2.03,59.2,19.8,0.58,1.0,4
Dan-Axel Zagadou,FRA,DF,31000000.0,Defender - Centre-Back,left,Bundesliga,15.0,10.0,983.0,1.0,1.0,0.2,0.2,0.4,10.9,4.0,3.0,762.0,827.0,16115.0,229.0,245.0,395.0,412.0,6.0,42.0,0.0,44.0,815.0,0.0,130.0,652.0,138.0,1.0,4.0,3.0,11.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,44.0,5.0,934.0,559.0,26.0,7.0,924.0,6.0,6.0,6.0,0.0,706.0,3883.0,1891.0,695.0,688.0,1.0,3.0,1.0,21.0,84.0,43.0,69.0,2.03,59.2,19.8,0.58,1.0,4
Sergio Ălvarez,ESP,"MF,DF",1000000.0,Goalkeeper,right,La Liga,18.0,14.0,1147.0,0.0,0.0,0.2,0.2,0.2,2.0,0.0,0.0,39.0,53.0,1106.0,7.0,7.0,16.0,16.0,0.0,0.0,0.0,0.0,417.0,0.0,79.0,234.0,330.0,1.0,7.0,8.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,381.0,73.0,7.0,560.0,6.0,9.0,6.0,0.0,296.0,1465.0,506.0,297.0,278.0,4.0,1.0,7.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
JosĂ© Ăngel,ESP,DF,3000000.0,Defender - Left-Back,left,La Liga,28.0,27.0,2360.0,1.0,1.0,0.6,0.6,2.4,26.2,24.0,7.0,982.0,1464.0,21600.0,310.0,373.0,459.0,580.0,27.0,105.0,40.0,126.0,1086.0,3.0,212.0,555.0,120.0,11.0,22.0,44.0,51.0,35.0,0.0,3.0,2.0,5.0,4.0,0.0,0.0,3.0,83.0,36.0,1754.0,942.0,486.0,11.0,1380.0,20.0,24.0,20.0,1.0,913.0,5389.0,2849.0,864.0,812.0,19.0,19.0,13.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,1
Anaitz Arbilla,ESP,DF,1000000.0,Defender - Centre-Back,right,La Liga,24.0,22.0,2007.0,1.0,0.0,0.7,0.7,0.1,22.3,14.0,2.0,870.0,1169.0,21845.0,234.0,277.0,381.0,441.0,4.0,101.0,10.0,83.0,1022.0,0.0,166.0,555.0,660.0,5.0,17.0,26.0,20.0,15.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,57.0,14.0,1412.0,820.0,169.0,11.0,1266.0,4.0,6.0,4.0,0.0,751.0,5486.0,2419.0,740.0,714.0,8.0,10.0,12.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Miguel Atienza,ESP,MF,15000.0,Midfielder - Central Midfield,right,La Liga,3.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,10.0,14.0,169.0,6.0,7.0,3.0,4.0,0.0,2.0,0.0,0.0,14.0,0.0,5.0,10.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,21.0,12.0,5.0,3.0,21.0,0.0,0.0,0.0,0.0,12.0,56.0,12.0,13.0,12.0,1.0,0.0,1.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Pedro Bigas,ESP,DF,1000000.0,Defender - Centre-Back,left,La Liga,23.0,21.0,1777.0,3.0,0.0,1.6,1.6,0.3,19.7,8.0,5.0,480.0,699.0,11846.0,102.0,126.0,240.0,295.0,3.0,40.0,5.0,54.0,646.0,0.0,107.0,297.0,190.0,5.0,5.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,7.0,907.0,481.0,62.0,11.0,854.0,0.0,2.0,1.0,0.0,384.0,2502.0,1172.0,415.0,398.0,3.0,3.0,19.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Pablo de Blasis,ARG,"DF,MF",1000000.0,Forward - Left Winger,right,La Liga,30.0,15.0,1604.0,2.0,3.0,2.5,1.7,2.0,17.8,13.0,4.0,668.0,956.0,13732.0,251.0,286.0,276.0,367.0,17.0,79.0,25.0,90.0,787.0,1.0,131.0,375.0,625.0,4.0,6.0,26.0,35.0,30.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,5.0,82.0,64.0,1132.0,585.0,408.0,27.0,963.0,13.0,25.0,15.0,0.0,637.0,2828.0,1555.0,765.0,652.0,23.0,14.0,13.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Esteban Burgos,ARG,DF,72500.0,Defender - Centre-Back,right,La Liga,15.0,11.0,1119.0,1.0,0.0,0.7,0.7,0.1,12.4,2.0,1.0,244.0,380.0,6711.0,44.0,54.0,106.0,138.0,1.0,27.0,1.0,29.0,355.0,0.0,62.0,134.0,276.0,2.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,515.0,269.0,8.0,3.0,494.0,7.0,7.0,7.0,0.0,210.0,1202.0,511.0,217.0,212.0,1.0,0.0,4.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Charles,BRA,FW,500.0,Forward - Centre-Forward,right,La Liga,30.0,13.0,1301.0,6.0,0.0,4.5,3.0,0.8,14.5,23.0,9.0,237.0,346.0,3241.0,138.0,194.0,72.0,105.0,10.0,14.0,4.0,11.0,312.0,2.0,99.0,153.0,229.0,1.0,7.0,13.0,25.0,17.0,1.0,1.0,5.0,2.0,1.0,0.0,1.0,4.0,52.0,116.0,475.0,246.0,219.0,51.0,439.0,4.0,6.0,4.0,0.0,217.0,735.0,297.0,670.0,326.0,34.0,17.0,21.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Rober Correa,ESP,DF,600.0,Defender - Right-Back,right,La Liga,12.0,11.0,929.0,0.0,0.0,0.2,0.2,0.2,10.3,5.0,2.0,381.0,513.0,7041.0,161.0,188.0,168.0,210.0,6.0,32.0,7.0,42.0,375.0,0.0,73.0,231.0,275.0,1.0,7.0,19.0,16.0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,25.0,21.0,628.0,327.0,185.0,8.0,493.0,5.0,7.0,5.0,0.0,283.0,1670.0,778.0,310.0,271.0,10.0,6.0,10.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
SebastiĂˇn CristĂłforo,URU,MF,1000000.0,Midfielder - Central Midfield,right,La Liga,18.0,9.0,877.0,0.0,0.0,0.2,0.2,0.5,1.0,0.0,0.0,41.0,49.0,737.0,15.0,16.0,19.0,21.0,3.0,0.0,0.0,1.0,305.0,0.0,75.0,174.0,238.0,0.0,6.0,9.0,15.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,469.0,260.0,153.0,8.0,458.0,10.0,17.0,11.0,0.0,287.0,1125.0,516.0,323.0,259.0,11.0,20.0,24.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Papakouli Diop,SEN,MF,800.0,Midfielder - Defensive Midfield,right,La Liga,30.0,25.0,2253.0,1.0,0.0,1.1,1.1,0.5,25.0,26.0,7.0,593.0,806.0,12207.0,211.0,272.0,275.0,347.0,14.0,83.0,4.0,86.0,790.0,1.0,153.0,428.0,580.0,4.0,14.0,20.0,32.0,25.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,113.0,68.0,1049.0,728.0,198.0,24.0,1036.0,6.0,10.0,8.0,0.0,502.0,2281.0,884.0,605.0,531.0,16.0,16.0,34.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Marko DmitroviÄ‡,SRB,GK,10000000.0,Goalkeeper,left,La Liga,35.0,35.0,3150.0,0.0,0.0,0.4,0.4,0.0,35.0,1.0,1.0,479.0,1062.0,24007.0,36.0,37.0,118.0,121.0,1.0,62.0,2.0,1.0,640.0,0.0,60.0,175.0,165.0,7.0,1.0,3.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,13.0,2.0,2.0,742.0,1.0,1.0,1.0,0.0,495.0,3205.0,1907.0,364.0,360.0,0.0,0.0,1.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,3
Sergi Enrich,ESP,FW,2000000.0,Forward - Centre-Forward,right,La Liga,30.0,21.0,1865.0,1.0,4.0,2.6,2.6,1.4,20.7,30.0,6.0,377.0,527.0,5236.0,244.0,306.0,90.0,140.0,8.0,16.0,6.0,16.0,498.0,0.0,179.0,231.0,314.0,0.0,7.0,19.0,19.0,12.0,1.0,3.0,3.0,5.0,3.0,0.0,1.0,8.0,137.0,246.0,746.0,342.0,374.0,84.0,717.0,9.0,12.0,10.0,3.0,357.0,1309.0,351.0,1062.0,527.0,61.0,27.0,23.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,1
Gonzalo Escalante,ARG,MF,3000000.0,Midfielder - Central Midfield,right,La Liga,23.0,18.0,1674.0,0.0,1.0,1.7,1.7,0.7,18.6,23.0,5.0,474.0,657.0,8866.0,198.0,241.0,203.0,270.0,8.0,49.0,11.0,65.0,639.0,0.0,138.0,321.0,456.0,4.0,7.0,25.0,18.0,10.0,1.0,1.0,4.0,3.0,1.0,0.0,2.0,4.0,101.0,55.0,851.0,530.0,226.0,33.0,833.0,18.0,24.0,21.0,0.0,424.0,2167.0,933.0,512.0,431.0,14.0,13.0,30.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,1
Edu ExpĂłsito,ESP,MF,3000000.0,Midfielder - Central Midfield,right,La Liga,35.0,24.0,2316.0,4.0,1.0,2.8,1.1,1.3,25.7,33.0,16.0,759.0,933.0,14891.0,314.0,364.0,316.0,379.0,19.0,82.0,14.0,65.0,909.0,1.0,177.0,614.0,685.0,2.0,10.0,20.0,44.0,31.0,3.0,6.0,2.0,3.0,2.0,0.0,0.0,16.0,148.0,87.0,1174.0,732.0,320.0,25.0,1153.0,26.0,36.0,26.0,0.0,752.0,3970.0,1813.0,756.0,671.0,23.0,22.0,19.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,1
Takashi Inui,JPN,"MF,FW",2000000.0,Forward - Left Winger,right,La Liga,29.0,23.0,1960.0,2.0,3.0,3.9,3.9,1.6,21.8,38.0,11.0,436.0,591.0,6951.0,247.0,297.0,152.0,208.0,19.0,24.0,11.0,36.0,574.0,2.0,130.0,408.0,498.0,5.0,8.0,21.0,45.0,35.0,5.0,2.0,3.0,4.0,3.0,0.0,1.0,7.0,101.0,134.0,837.0,368.0,430.0,70.0,822.0,18.0,40.0,19.0,3.0,613.0,4391.0,2692.0,806.0,567.0,38.0,38.0,26.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,1
Kike,ESP,FW,2400000.0,Forward - Centre-Forward,right,La Liga,27.0,20.0,1767.0,5.0,1.0,6.0,6.0,0.8,19.6,57.0,18.0,327.0,487.0,4486.0,202.0,259.0,96.0,146.0,9.0,28.0,5.0,22.0,471.0,1.0,173.0,234.0,236.0,1.0,7.0,25.0,33.0,19.0,0.0,6.0,7.0,3.0,1.0,0.0,1.0,6.0,97.0,190.0,770.0,301.0,464.0,109.0,754.0,8.0,18.0,9.0,1.0,445.0,2321.0,803.0,1186.0,596.0,95.0,35.0,29.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,1
Pedro LeĂłn,ESP,"MF,FW",1000000.0,Forward - Right Winger,right,La Liga,31.0,23.0,1896.0,1.0,2.0,3.0,3.0,4.2,21.1,38.0,14.0,416.0,717.0,7518.0,209.0,271.0,129.0,203.0,43.0,26.0,23.0,39.0,594.0,0.0,174.0,278.0,532.0,3.0,5.0,41.0,67.0,31.0,4.0,3.0,1.0,5.0,3.0,0.0,0.0,7.0,102.0,130.0,945.0,355.0,552.0,64.0,819.0,20.0,38.0,26.0,2.0,534.0,3048.0,1397.0,859.0,588.0,43.0,34.0,18.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Miguel MarĂ­,ESP,MF,25000.0,Midfielder - Central Midfield,right,La Liga,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,2.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Paulo Oliveira,POR,DF,4000000.0,Defender - Centre-Back,right,La Liga,26.0,23.0,2090.0,1.0,0.0,1.0,1.0,0.2,23.2,12.0,4.0,545.0,788.0,14767.0,91.0,114.0,259.0,319.0,1.0,65.0,4.0,65.0,762.0,1.0,125.0,363.0,585.0,1.0,5.0,9.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,7.0,1048.0,582.0,33.0,15.0,1024.0,3.0,3.0,3.0,0.0,468.0,2814.0,1143.0,500.0,491.0,1.0,4.0,15.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,2
FabiĂˇn Orellana,CHI,"MF,FW",1000000.0,Forward - Right Winger,right,La Liga,29.0,28.0,2390.0,8.0,7.0,7.4,3.6,4.8,26.6,38.0,16.0,771.0,1062.0,13988.0,386.0,456.0,268.0,353.0,46.0,42.0,32.0,78.0,940.0,2.0,206.0,617.0,855.0,5.0,20.0,47.0,96.0,47.0,13.0,3.0,7.0,14.0,6.0,2.0,2.0,15.0,101.0,176.0,1485.0,639.0,869.0,111.0,1364.0,70.0,135.0,76.0,5.0,1127.0,7781.0,4625.0,1394.0,1083.0,84.0,104.0,54.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Quique,ESP,FW,800.0,Forward - Centre-Forward,left,La Liga,15.0,4.0,490.0,0.0,1.0,0.7,0.7,0.3,5.4,9.0,1.0,88.0,124.0,1345.0,47.0,61.0,30.0,45.0,7.0,5.0,3.0,8.0,116.0,1.0,47.0,64.0,17.0,0.0,0.0,5.0,14.0,10.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,48.0,74.0,192.0,89.0,94.0,13.0,184.0,3.0,4.0,3.0,0.0,95.0,519.0,220.0,315.0,145.0,21.0,8.0,13.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
IvĂˇn Ramis,ESP,DF,65000.0,Defender - Centre-Back,right,La Liga,7.0,6.0,457.0,1.0,0.0,0.2,0.2,0.0,5.1,4.0,2.0,166.0,198.0,4222.0,31.0,32.0,84.0,92.0,0.0,8.0,0.0,8.0,185.0,0.0,23.0,113.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,269.0,181.0,7.0,5.0,256.0,3.0,3.0,3.0,0.0,136.0,723.0,276.0,131.0,126.0,2.0,1.0,5.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,0
Rafa Soares,POR,"DF,MF",2000000.0,Defender - Left-Back,left,La Liga,6.0,6.0,435.0,0.0,0.0,0.0,0.0,0.2,4.8,0.0,0.0,154.0,219.0,2959.0,66.0,78.0,67.0,83.0,6.0,9.0,8.0,18.0,146.0,0.0,28.0,66.0,8.0,0.0,0.0,11.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,12.0,255.0,124.0,81.0,1.0,183.0,1.0,3.0,1.0,0.0,111.0,617.0,313.0,124.0,110.0,4.0,4.0,2.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,1
Ălvaro Tejero,ESP,DF,2000000.0,Defender - Right-Back,both,La Liga,18.0,16.0,1447.0,0.0,0.0,0.1,0.1,0.9,16.1,7.0,1.0,563.0,767.0,11219.0,207.0,233.0,255.0,315.0,13.0,56.0,29.0,67.0,575.0,1.0,109.0,309.0,464.0,1.0,9.0,24.0,26.0,20.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,51.0,20.0,940.0,491.0,249.0,8.0,751.0,5.0,9.0,5.0,1.0,466.0,2455.0,1167.0,491.0,434.0,10.0,5.0,18.0,11.0,39.0,-17.0,42.0,1.11,41.3,-9.7,-0.25,0.0,1
Leandro Cabrera,URU,DF,8000000.0,Defender - Centre-Back,left,La Liga,17.0,17.0,1530.0,0.0,1.0,0.0,0.0,0.3,17.0,1.0,0.0,553.0,819.0,13741.0,113.0,138.0,288.0,356.0,6.0,40.0,6.0,43.0,730.0,2.0,126.0,401.0,77.0,5.0,12.0,15.0,11.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,5.0,993.0,464.0,73.0,7.0,906.0,5.0,6.0,5.0,1.0,526.0,3543.0,1780.0,548.0,537.0,1.0,5.0,7.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,3
Fernando Calero,ESP,DF,4000000.0,Defender - Centre-Back,right,La Liga,15.0,12.0,1043.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,507.0,577.0,10183.0,165.0,174.0,275.0,294.0,1.0,16.0,3.0,25.0,558.0,1.0,49.0,432.0,395.0,0.0,9.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.0,4.0,699.0,347.0,18.0,0.0,680.0,1.0,1.0,1.0,0.0,428.0,2114.0,1052.0,446.0,441.0,0.0,3.0,6.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,2
Jonathan Calleri,ARG,FW,6000000.0,Forward - Centre-Forward,right,La Liga,27.0,20.0,1811.0,1.0,3.0,3.6,3.6,2.3,20.1,46.0,14.0,199.0,365.0,2826.0,124.0,196.0,53.0,110.0,16.0,20.0,10.0,23.0,345.0,0.0,143.0,131.0,182.0,3.0,4.0,14.0,39.0,22.0,2.0,7.0,7.0,7.0,5.0,0.0,1.0,3.0,83.0,124.0,623.0,292.0,304.0,96.0,603.0,15.0,28.0,19.0,1.0,319.0,2188.0,1014.0,876.0,457.0,67.0,38.0,51.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,2
VĂ­ctor Campuzano,ESP,FW,2000000.0,Forward - Centre-Forward,left,La Liga,20.0,9.0,870.0,0.0,0.0,1.4,1.4,0.1,9.7,18.0,7.0,99.0,151.0,1404.0,64.0,79.0,22.0,39.0,2.0,10.0,1.0,8.0,135.0,1.0,45.0,81.0,32.0,2.0,2.0,16.0,17.0,6.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,53.0,87.0,268.0,135.0,135.0,35.0,253.0,11.0,15.0,11.0,0.0,178.0,1280.0,777.0,394.0,171.0,40.0,20.0,17.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,1
SĂ©bastien Corchia,FRA,DF,1000000.0,Defender - Right-Back,right,La Liga,3.0,3.0,269.0,0.0,0.0,0.1,0.1,0.5,3.0,3.0,1.0,149.0,186.0,2694.0,63.0,70.0,73.0,80.0,7.0,6.0,7.0,17.0,151.0,0.0,14.0,109.0,141.0,0.0,1.0,12.0,11.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,233.0,95.0,100.0,4.0,198.0,6.0,10.0,6.0,0.0,155.0,733.0,438.0,175.0,159.0,3.0,6.0,5.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,0
Sergi Darder,ESP,"MF,FW",11000000.0,Midfielder - Central Midfield,right,La Liga,36.0,29.0,2658.0,2.0,1.0,2.6,2.6,2.1,29.5,52.0,9.0,804.0,1075.0,16415.0,314.0,384.0,331.0,415.0,28.0,120.0,23.0,97.0,978.0,4.0,189.0,623.0,889.0,2.0,20.0,25.0,63.0,46.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,10.0,153.0,155.0,1369.0,844.0,422.0,41.0,1276.0,21.0,47.0,22.0,1.0,883.0,5360.0,2580.0,1119.0,920.0,34.0,32.0,26.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,3
Adri Embarba,ESP,"MF,FW",7000000.0,Forward - Right Winger,right,La Liga,18.0,17.0,1371.0,2.0,4.0,2.8,2.1,1.8,15.2,37.0,14.0,246.0,442.0,4591.0,121.0,157.0,77.0,121.0,18.0,17.0,16.0,23.0,373.0,3.0,104.0,192.0,329.0,5.0,5.0,28.0,33.0,17.0,4.0,2.0,5.0,4.0,4.0,0.0,0.0,4.0,95.0,93.0,682.0,293.0,342.0,31.0,611.0,35.0,70.0,40.0,3.0,469.0,3995.0,2464.0,617.0,414.0,38.0,33.0,27.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,2
Bernardo Espinosa,COL,DF,4000000.0,Defender - Centre-Back,right,La Liga,26.0,26.0,2259.0,3.0,0.0,1.8,1.8,0.5,25.1,22.0,8.0,826.0,1060.0,19342.0,173.0,208.0,469.0,556.0,4.0,29.0,1.0,54.0,1024.0,0.0,133.0,577.0,751.0,4.0,9.0,13.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,9.0,1335.0,537.0,67.0,40.0,1299.0,1.0,1.0,1.0,0.0,617.0,3076.0,1438.0,745.0,701.0,12.0,3.0,18.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,2
Facundo Ferreyra,ARG,FW,3000000.0,Forward - Centre-Forward,right,La Liga,16.0,5.0,574.0,1.0,0.0,1.2,1.2,0.4,6.4,7.0,6.0,74.0,113.0,1004.0,49.0,65.0,16.0,27.0,5.0,3.0,3.0,7.0,105.0,0.0,30.0,53.0,62.0,0.0,2.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,42.0,172.0,83.0,81.0,25.0,164.0,3.0,5.0,3.0,0.0,80.0,349.0,163.0,308.0,116.0,17.0,8.0,8.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,1
Esteban Granero,ESP,MF,2000000.0,Midfielder - Central Midfield,right,La Liga,11.0,5.0,473.0,1.0,0.0,1.3,1.3,0.5,5.3,7.0,7.0,161.0,224.0,2975.0,71.0,85.0,62.0,81.0,11.0,15.0,1.0,13.0,189.0,0.0,56.0,136.0,188.0,2.0,2.0,4.0,18.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,14.0,277.0,153.0,97.0,14.0,243.0,5.0,6.0,6.0,0.0,169.0,835.0,308.0,207.0,172.0,9.0,10.0,6.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,1
Ander Iturraspe,ESP,MF,2000000.0,Midfielder - Defensive Midfield,right,La Liga,8.0,3.0,242.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,53.0,70.0,898.0,25.0,33.0,22.0,27.0,0.0,4.0,0.0,5.0,69.0,0.0,19.0,30.0,38.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,82.0,47.0,14.0,0.0,81.0,0.0,0.0,0.0,0.0,32.0,112.0,68.0,46.0,37.0,1.0,1.0,1.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,1
Wu Lei,CHN,"FW,MF",6000000.0,Forward - Left Winger,right,La Liga,33.0,21.0,1719.0,4.0,0.0,5.5,5.5,1.7,19.1,45.0,15.0,208.0,317.0,3158.0,114.0,151.0,74.0,114.0,13.0,13.0,6.0,14.0,305.0,0.0,75.0,147.0,214.0,1.0,7.0,17.0,25.0,17.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,69.0,80.0,516.0,215.0,248.0,93.0,505.0,17.0,32.0,17.0,0.0,290.0,2090.0,1294.0,615.0,326.0,32.0,13.0,18.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,2
