player,nationality,position,value,position2,foot,league,games,games_starts,minutes,goals,assists,xg,npxg,xa,minutes_90s,shots_total,shots_on_target,passes_completed,passes,passes_total_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,assisted_shots,passes_into_final_third,passes_into_penalty_area,progressive_passes,passes_live,through_balls,passes_pressure,passes_ground,passes_right_foot,passes_offsides,passes_intercepted,passes_blocked,sca,sca_passes_live,sca_dribbles,sca_shots,sca_fouled,gca,gca_passes_live,gca_dribbles,gca_fouled,tackles_att_3rd,pressure_regains,pressures_att_3rd,touches,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,miscontrols,dispossessed,fouled,W,GF,GDiff,Pts,Pts/G,xG,xGDiff,xGDiff/90,CL,bin
Thomas Monconduit,FRA,MF,3000000.0,midfield - Defensive Midfield,right,Ligue 1,34.0,34.0,2948.0,1.0,3.0,0.9,0.9,1.2,32.8,28.0,4.0,1128.0,1440.0,20900.0,480.0,560.0,468.0,584.0,21.0,120.0,18.0,148.0,1406.0,3.0,280.0,1044.0,1051.0,3.0,49.0,22.0,53.0,43.0,1.0,4.0,3.0,6.0,4.0,0.0,1.0,5.0,160.0,55.0,1806.0,1131.0,305.0,18.0,1775.0,27.0,35.0,29.0,0.0,1127.0,6697.0,3490.0,1168.0,1076.0,29.0,30.0,45.0,12.0,37.0,-5.0,45.0,1.18,35.2,-20.3,-0.53,0.0,1
Nathan,BRA,MF,1000000.0,midfield - Attacking Midfield,right,Ligue 1,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.0,4.0,69.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,5.0,4.0,3.0,0.0,1.0,0.0,12.0,37.0,-5.0,45.0,1.18,35.2,-20.3,-0.53,0.0,0
Koke,ESP,"MF,FW",70000000.0,midfield - Central Midfield,right,La Liga,35.0,33.0,2753.0,4.0,3.0,2.9,2.9,7.3,30.6,31.0,14.0,1659.0,2078.0,29674.0,793.0,888.0,622.0,728.0,54.0,188.0,37.0,177.0,1914.0,4.0,380.0,1511.0,1823.0,19.0,38.0,47.0,89.0,56.0,1.0,3.0,3.0,10.0,8.0,0.0,1.0,12.0,213.0,149.0,2407.0,1352.0,764.0,43.0,2248.0,28.0,45.0,33.0,1.0,1825.0,8013.0,3817.0,1883.0,1699.0,35.0,36.0,52.0,23.0,58.0,36.0,79.0,2.08,47.8,10.8,0.28,1.0,4
Yoann Andreu,FRA,DF,1750000.0,Defender - Left-Back,right,Ligue 1,23.0,23.0,2070.0,1.0,2.0,0.2,0.2,1.8,23.0,6.0,2.0,910.0,1176.0,15622.0,429.0,480.0,375.0,458.0,19.0,67.0,19.0,94.0,965.0,0.0,191.0,690.0,550.0,3.0,28.0,33.0,38.0,30.0,2.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,56.0,20.0,1383.0,596.0,364.0,12.0,1173.0,11.0,23.0,12.0,1.0,808.0,4931.0,2745.0,784.0,728.0,20.0,12.0,15.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,1
Abdoulaye Bamba,CIV,DF,1000000.0,Defender - Right-Back,right,Ligue 1,18.0,17.0,1533.0,0.0,0.0,0.1,0.1,0.3,17.0,4.0,1.0,621.0,810.0,10272.0,294.0,326.0,287.0,348.0,6.0,43.0,5.0,51.0,645.0,0.0,109.0,492.0,499.0,4.0,9.0,24.0,16.0,13.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,51.0,13.0,941.0,469.0,195.0,3.0,781.0,12.0,17.0,12.0,0.0,546.0,2926.0,1680.0,542.0,512.0,16.0,9.0,19.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,0
Ludovic Butelle,FRA,GK,50000.0,Goalkeeper,left,Ligue 1,19.0,19.0,1652.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,218.0,392.0,7082.0,22.0,23.0,96.0,96.0,0.0,5.0,0.0,0.0,249.0,0.0,28.0,135.0,75.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,8.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,207.0,1668.0,919.0,132.0,130.0,0.0,0.0,2.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,0
Pierrick Capelle,FRA,"MF,FW",1000000.0,midfield - Left Midfield,left,Ligue 1,28.0,23.0,1882.0,2.0,1.0,2.9,2.9,2.5,20.9,42.0,11.0,631.0,815.0,11205.0,285.0,338.0,255.0,310.0,32.0,63.0,19.0,83.0,780.0,1.0,200.0,583.0,101.0,3.0,19.0,28.0,58.0,40.0,3.0,5.0,3.0,3.0,3.0,0.0,0.0,7.0,101.0,81.0,1076.0,553.0,381.0,47.0,1041.0,33.0,45.0,35.0,2.0,753.0,5520.0,2836.0,782.0,674.0,34.0,36.0,18.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,0
Saliou Ciss,SEN,"DF,FW",80000.0,Defender - Left-Back,left,Ligue 1,3.0,2.0,144.0,0.0,0.0,0.0,0.0,0.0,1.6,1.0,1.0,35.0,54.0,588.0,19.0,24.0,13.0,21.0,0.0,4.0,1.0,3.0,54.0,2.0,20.0,38.0,18.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,71.0,32.0,21.0,3.0,71.0,2.0,5.0,2.0,3.0,61.0,508.0,303.0,65.0,55.0,3.0,2.0,2.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,0
Saúl Ñíguez,ESP,MF,70000000.0,midfield - Central Midfield,left,La Liga,36.0,35.0,3155.0,2.0,4.0,3.2,3.2,2.9,35.1,54.0,9.0,1413.0,1747.0,24097.0,679.0,785.0,588.0,718.0,21.0,151.0,22.0,165.0,1724.0,0.0,328.0,1232.0,290.0,10.0,28.0,38.0,57.0,41.0,3.0,4.0,5.0,9.0,6.0,0.0,2.0,9.0,235.0,136.0,2198.0,1330.0,505.0,57.0,2173.0,46.0,69.0,49.0,3.0,1497.0,8315.0,4327.0,1581.0,1425.0,36.0,29.0,35.0,23.0,58.0,36.0,79.0,2.08,47.8,10.8,0.28,1.0,4
Enzo Crivelli,FRA,FW,4000000.0,attack - Centre-Forward,right,Ligue 1,15.0,12.0,1023.0,1.0,1.0,1.9,1.9,0.8,11.4,11.0,3.0,173.0,263.0,2341.0,105.0,150.0,49.0,72.0,12.0,8.0,6.0,21.0,254.0,1.0,69.0,136.0,148.0,1.0,15.0,7.0,24.0,19.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,4.0,56.0,89.0,382.0,188.0,182.0,36.0,373.0,5.0,13.0,6.0,0.0,213.0,951.0,343.0,509.0,288.0,36.0,17.0,20.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,2
Baptiste Guillaume,BEL,FW,2000000.0,attack - Centre-Forward,right,Ligue 1,16.0,3.0,458.0,1.0,1.0,1.8,1.8,0.7,5.1,8.0,4.0,50.0,86.0,654.0,30.0,42.0,17.0,31.0,3.0,3.0,3.0,6.0,84.0,0.0,15.0,44.0,46.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,33.0,144.0,68.0,79.0,21.0,142.0,0.0,4.0,1.0,0.0,79.0,565.0,331.0,186.0,107.0,17.0,5.0,6.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,1
Wilfried Kanga,FRA,"FW,MF",20000.0,attack - Centre-Forward,right,Ligue 1,9.0,1.0,176.0,0.0,0.0,0.1,0.1,0.0,2.0,2.0,1.0,26.0,32.0,369.0,16.0,17.0,9.0,13.0,1.0,1.0,0.0,0.0,28.0,0.0,11.0,26.0,22.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,56.0,26.0,28.0,5.0,52.0,0.0,1.0,0.0,0.0,35.0,137.0,34.0,66.0,39.0,11.0,2.0,3.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,0
Billy Ketkeophomphone,LAO,"MF,FW",2000000.0,attack - Centre-Forward,right,Ligue 1,13.0,5.0,437.0,0.0,0.0,0.2,0.2,0.4,4.9,9.0,5.0,138.0,186.0,1920.0,84.0,100.0,44.0,51.0,6.0,8.0,5.0,14.0,173.0,2.0,32.0,138.0,139.0,2.0,6.0,7.0,12.0,8.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,29.0,21.0,278.0,136.0,111.0,9.0,264.0,9.0,15.0,10.0,1.0,179.0,1348.0,691.0,192.0,159.0,15.0,14.0,10.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,1
Alexandre Letellier,FRA,GK,1000000.0,Goalkeeper,right,Ligue 1,13.0,13.0,1170.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,161.0,256.0,6538.0,17.0,18.0,54.0,54.0,0.0,7.0,0.0,0.0,162.0,0.0,18.0,80.0,202.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,2.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,141.0,852.0,515.0,94.0,94.0,0.0,0.0,1.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,0
Vincent Manceau,FRA,DF,2000000.0,Defender - Right-Back,right,Ligue 1,33.0,33.0,2970.0,0.0,0.0,0.6,0.6,1.8,33.0,16.0,3.0,1285.0,1717.0,23502.0,544.0,619.0,574.0,706.0,22.0,89.0,27.0,129.0,1333.0,2.0,225.0,927.0,1109.0,7.0,72.0,57.0,46.0,33.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,115.0,47.0,2009.0,910.0,505.0,25.0,1633.0,12.0,18.0,12.0,0.0,1079.0,6489.0,3660.0,1083.0,1005.0,25.0,15.0,29.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,1
Naby Keïta,GUI,MF,65000000.0,midfield - Central Midfield,right,Bundesliga,27.0,23.0,1962.0,6.0,5.0,3.5,3.5,3.7,21.8,44.0,12.0,994.0,1250.0,15517.0,563.0,657.0,323.0,406.0,38.0,106.0,35.0,134.0,1216.0,8.0,246.0,944.0,1013.0,10.0,40.0,39.0,88.0,61.0,11.0,3.0,7.0,10.0,8.0,0.0,0.0,7.0,137.0,91.0,1590.0,1064.0,441.0,59.0,1564.0,71.0,111.0,76.0,4.0,1249.0,8497.0,5554.0,1242.0,1113.0,43.0,60.0,60.0,15.0,57.0,4.0,53.0,1.56,54.3,8.6,0.25,0.0,4
Mathieu Michel,FRA,GK,2000000.0,Goalkeeper,right,Ligue 1,7.0,6.0,598.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,86.0,137.0,3208.0,7.0,7.0,29.0,29.0,0.0,6.0,0.0,0.0,89.0,0.0,18.0,40.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,1.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,80.0,564.0,298.0,51.0,51.0,0.0,0.0,1.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,1
Prince Oniangué,CGO,MF,1500000.0,midfield - Defensive Midfield,right,Ligue 1,14.0,14.0,1055.0,1.0,0.0,2.4,2.4,0.4,11.7,19.0,5.0,270.0,350.0,4421.0,134.0,157.0,112.0,149.0,8.0,19.0,5.0,32.0,349.0,0.0,75.0,263.0,269.0,0.0,4.0,11.0,20.0,14.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,42.0,29.0,460.0,299.0,101.0,19.0,459.0,3.0,6.0,4.0,0.0,275.0,1669.0,782.0,373.0,300.0,9.0,5.0,16.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,1
N'Golo Kanté,FRA,MF,60000000.0,midfield - Central Midfield,right,Premier League,34.0,34.0,2994.0,1.0,1.0,0.8,0.8,2.4,33.3,26.0,5.0,1899.0,2144.0,34487.0,773.0,854.0,881.0,946.0,36.0,198.0,42.0,217.0,2129.0,3.0,364.0,1753.0,1766.0,8.0,33.0,35.0,80.0,73.0,3.0,2.0,0.0,6.0,5.0,0.0,0.0,5.0,225.0,87.0,2513.0,1497.0,639.0,26.0,2500.0,42.0,54.0,45.0,1.0,1830.0,11737.0,6368.0,1819.0,1736.0,29.0,39.0,15.0,21.0,62.0,24.0,70.0,1.84,55.7,23.0,0.61,0.0,4
Adrien Rabiot,FRA,MF,50000000.0,midfield - Central Midfield,left,Ligue 1,33.0,27.0,2364.0,1.0,4.0,1.7,1.7,3.3,26.3,25.0,5.0,1978.0,2168.0,33974.0,909.0,969.0,823.0,881.0,23.0,170.0,24.0,150.0,2148.0,4.0,343.0,1908.0,308.0,4.0,50.0,29.0,60.0,48.0,2.0,3.0,4.0,11.0,10.0,0.0,0.0,5.0,110.0,70.0,2425.0,1587.0,495.0,40.0,2412.0,26.0,35.0,29.0,0.0,1905.0,13307.0,6920.0,1972.0,1885.0,37.0,31.0,21.0,29.0,108.0,79.0,93.0,2.45,89.1,56.9,1.5,1.0,4
Baptiste Santamaria,FRA,MF,3000000.0,midfield - Defensive Midfield,right,Ligue 1,31.0,30.0,2591.0,0.0,0.0,0.3,0.3,1.1,28.8,17.0,2.0,936.0,1169.0,18459.0,361.0,418.0,419.0,496.0,16.0,116.0,6.0,105.0,1168.0,3.0,174.0,838.0,908.0,3.0,24.0,18.0,37.0,29.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,5.0,116.0,36.0,1456.0,915.0,206.0,6.0,1455.0,14.0,20.0,16.0,0.0,907.0,6057.0,2823.0,881.0,843.0,22.0,20.0,51.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,1
Gilles Sunu,TOG,"MF,FW",1500000.0,attack - Centre-Forward,right,Ligue 1,20.0,5.0,656.0,1.0,1.0,1.2,1.2,0.5,7.3,12.0,2.0,203.0,262.0,3172.0,108.0,126.0,79.0,99.0,7.0,14.0,9.0,21.0,253.0,2.0,60.0,191.0,197.0,1.0,7.0,11.0,20.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,23.0,355.0,184.0,175.0,24.0,347.0,9.0,21.0,10.0,0.0,282.0,2496.0,1273.0,372.0,279.0,24.0,15.0,16.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,1
Flavien Tait,FRA,"MF,FW",5000000.0,attack - Left Winger,right,Ligue 1,32.0,26.0,2241.0,4.0,3.0,3.9,3.9,4.0,24.9,58.0,26.0,702.0,981.0,12469.0,330.0,398.0,258.0,347.0,40.0,73.0,30.0,81.0,912.0,5.0,204.0,708.0,836.0,4.0,43.0,53.0,86.0,52.0,11.0,3.0,8.0,11.0,8.0,0.0,1.0,5.0,125.0,111.0,1345.0,668.0,569.0,61.0,1279.0,46.0,73.0,50.0,3.0,1003.0,8008.0,4909.0,1082.0,899.0,49.0,50.0,50.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,2
Virgil van Dijk,NED,DF,50000000.0,Defender - Centre-Back,right,Premier League,14.0,14.0,1260.0,0.0,0.0,1.4,1.4,0.6,14.0,17.0,6.0,985.0,1105.0,22417.0,237.0,252.0,516.0,554.0,2.0,67.0,2.0,54.0,1094.0,1.0,111.0,852.0,828.0,1.0,5.0,4.0,11.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,2.0,783.0,336.0,61.0,22.0,772.0,4.0,4.0,4.0,0.0,472.0,3131.0,1828.0,484.0,473.0,4.0,0.0,11.0,21.0,84.0,46.0,75.0,1.97,70.4,37.1,0.98,1.0,4
Karl Toko Ekambi,CMR,"FW,MF",18000000.0,attack - Centre-Forward,right,Ligue 1,37.0,33.0,3041.0,17.0,5.0,16.2,13.9,4.2,33.8,105.0,44.0,690.0,907.0,11328.0,360.0,455.0,253.0,315.0,41.0,33.0,28.0,60.0,864.0,4.0,202.0,719.0,759.0,1.0,34.0,44.0,105.0,71.0,16.0,8.0,9.0,15.0,11.0,1.0,2.0,9.0,90.0,162.0,1394.0,611.0,841.0,194.0,1349.0,62.0,131.0,69.0,5.0,1118.0,8908.0,4904.0,1672.0,1128.0,112.0,91.0,33.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,4
Thomas Touré,CIV,MF,1500000.0,attack - Left Winger,right,Ligue 1,7.0,0.0,128.0,0.0,0.0,0.2,0.2,0.5,1.4,7.0,0.0,43.0,52.0,615.0,26.0,30.0,15.0,18.0,4.0,2.0,2.0,3.0,49.0,0.0,16.0,42.0,42.0,0.0,2.0,1.0,9.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,83.0,37.0,44.0,6.0,80.0,5.0,11.0,5.0,2.0,60.0,531.0,330.0,66.0,59.0,6.0,2.0,0.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,1
Aymeric Laporte,FRA,DF,50000000.0,Defender - Centre-Back,left,Premier League,9.0,9.0,806.0,0.0,0.0,0.0,0.0,0.1,9.0,3.0,0.0,740.0,808.0,14879.0,287.0,303.0,337.0,357.0,2.0,70.0,4.0,60.0,799.0,0.0,54.0,665.0,181.0,0.0,8.0,8.0,7.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,1140.0,577.0,45.0,15.0,1109.0,3.0,5.0,4.0,1.0,729.0,4353.0,2370.0,700.0,686.0,5.0,1.0,18.0,32.0,106.0,79.0,100.0,2.63,80.1,57.1,1.5,1.0,4
Pierre-Emerick Aubameyang,GAB,FW,75000000.0,attack - Centre-Forward,right,Premier League,13.0,12.0,1057.0,10.0,4.0,8.3,6.8,1.1,11.7,28.0,17.0,219.0,319.0,2890.0,139.0,173.0,61.0,90.0,13.0,8.0,5.0,11.0,298.0,0.0,81.0,219.0,268.0,1.0,16.0,21.0,25.0,21.0,1.0,2.0,1.0,8.0,6.0,0.0,1.0,0.0,32.0,50.0,420.0,182.0,212.0,63.0,396.0,11.0,11.0,11.0,0.0,250.0,1794.0,1059.0,439.0,296.0,17.0,13.0,8.0,19.0,74.0,23.0,63.0,1.66,63.1,13.4,0.35,0.0,4
Héctor Bellerín,ESP,"DF,MF",40000000.0,Defender - Right-Back,right,Premier League,35.0,34.0,3051.0,2.0,3.0,2.2,2.2,3.6,33.9,28.0,8.0,1758.0,2121.0,28267.0,893.0,1010.0,739.0,854.0,36.0,87.0,51.0,141.0,1916.0,2.0,279.0,1514.0,1597.0,7.0,49.0,69.0,81.0,76.0,2.0,1.0,2.0,8.0,7.0,0.0,0.0,6.0,117.0,73.0,2458.0,1017.0,970.0,112.0,2257.0,28.0,56.0,34.0,4.0,1609.0,8386.0,4839.0,1824.0,1632.0,37.0,24.0,9.0,19.0,74.0,23.0,63.0,1.66,63.1,13.4,0.35,0.0,4
John Stones,ENG,DF,50000000.0,Defender - Centre-Back,right,Premier League,18.0,16.0,1302.0,0.0,0.0,1.3,1.3,0.0,14.5,11.0,4.0,1161.0,1214.0,23973.0,395.0,408.0,568.0,581.0,0.0,70.0,1.0,60.0,1208.0,0.0,117.0,1084.0,1036.0,0.0,7.0,2.0,7.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,36.0,7.0,1319.0,718.0,42.0,15.0,1314.0,0.0,0.0,0.0,0.0,1024.0,5294.0,2773.0,1074.0,1065.0,3.0,3.0,2.0,32.0,106.0,79.0,100.0,2.63,80.1,57.1,1.5,1.0,4
Francis Coquelin,FRA,"MF,DF",12000000.0,midfield - Defensive Midfield,right,Premier League,7.0,1.0,169.0,0.0,0.0,0.0,0.0,0.2,1.9,1.0,0.0,79.0,93.0,1374.0,42.0,47.0,25.0,27.0,1.0,10.0,2.0,8.0,93.0,0.0,28.0,71.0,81.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,106.0,60.0,17.0,1.0,106.0,0.0,0.0,0.0,0.0,76.0,472.0,200.0,84.0,77.0,1.0,2.0,1.0,19.0,74.0,23.0,63.0,1.66,63.1,13.4,0.35,0.0,3
Mohamed Elneny,EGY,MF,10000000.0,midfield - Defensive Midfield,right,Premier League,13.0,11.0,867.0,0.0,1.0,0.4,0.4,0.7,9.6,8.0,1.0,766.0,829.0,13677.0,327.0,347.0,348.0,370.0,10.0,85.0,6.0,58.0,819.0,0.0,116.0,693.0,740.0,2.0,9.0,6.0,22.0,19.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,48.0,29.0,907.0,555.0,228.0,14.0,898.0,3.0,4.0,3.0,0.0,728.0,3471.0,1664.0,756.0,710.0,3.0,8.0,6.0,19.0,74.0,23.0,63.0,1.66,63.1,13.4,0.35,0.0,3
Olivier Giroud,FRA,FW,18000000.0,attack - Centre-Forward,left,Premier League,16.0,1.0,388.0,4.0,1.0,3.0,3.0,0.9,4.3,19.0,6.0,95.0,134.0,1070.0,62.0,84.0,18.0,28.0,8.0,3.0,4.0,6.0,130.0,0.0,35.0,73.0,25.0,1.0,4.0,4.0,16.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,36.0,313.0,115.0,187.0,65.0,302.0,2.0,5.0,2.0,0.0,131.0,686.0,284.0,339.0,246.0,28.0,13.0,7.0,19.0,74.0,23.0,63.0,1.66,63.1,13.4,0.35,0.0,4
Alex Iwobi,NGA,"FW,MF",15000000.0,attack - Left Winger,right,Premier League,26.0,22.0,1830.0,3.0,5.0,3.0,3.0,3.6,20.3,45.0,22.0,987.0,1152.0,16495.0,480.0,522.0,387.0,456.0,37.0,91.0,34.0,119.0,1140.0,3.0,228.0,999.0,1000.0,3.0,29.0,27.0,76.0,67.0,5.0,3.0,1.0,12.0,11.0,0.0,0.0,5.0,78.0,67.0,1365.0,613.0,701.0,92.0,1354.0,29.0,48.0,37.0,3.0,1147.0,7396.0,4167.0,1246.0,1110.0,43.0,32.0,12.0,19.0,74.0,23.0,63.0,1.66,63.1,13.4,0.35,0.0,3
Alexandre Lacazette,FRA,FW,60000000.0,attack - Centre-Forward,right,Premier League,32.0,26.0,2202.0,14.0,4.0,11.8,10.3,3.3,24.5,67.0,32.0,531.0,704.0,7340.0,317.0,390.0,151.0,206.0,34.0,16.0,34.0,41.0,665.0,1.0,157.0,529.0,558.0,5.0,20.0,25.0,88.0,56.0,10.0,11.0,10.0,12.0,6.0,0.0,1.0,8.0,133.0,226.0,990.0,306.0,649.0,193.0,950.0,30.0,47.0,36.0,1.0,671.0,3381.0,1345.0,1157.0,743.0,54.0,42.0,28.0,19.0,74.0,23.0,63.0,1.66,63.1,13.4,0.35,0.0,4
Ainsley Maitland-Niles,ENG,"DF,MF",7000000.0,midfield - Right Midfield,right,Premier League,15.0,8.0,914.0,0.0,0.0,0.2,0.2,0.7,10.2,5.0,0.0,501.0,600.0,8376.0,253.0,280.0,187.0,219.0,6.0,31.0,17.0,39.0,539.0,0.0,51.0,425.0,418.0,3.0,11.0,19.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,57.0,21.0,737.0,288.0,240.0,21.0,680.0,19.0,24.0,20.0,0.0,487.0,2612.0,1410.0,507.0,471.0,20.0,16.0,5.0,19.0,74.0,23.0,63.0,1.66,63.1,13.4,0.35,0.0,2
Sergio Ramos,ESP,DF,45000000.0,Defender - Centre-Back,right,La Liga,26.0,26.0,2290.0,4.0,1.0,6.0,3.7,1.0,25.4,28.0,12.0,1669.0,1875.0,35474.0,554.0,598.0,821.0,875.0,12.0,176.0,9.0,91.0,1833.0,1.0,248.0,1405.0,1471.0,10.0,25.0,15.0,35.0,28.0,1.0,3.0,1.0,5.0,2.0,0.0,1.0,3.0,84.0,15.0,2090.0,1052.0,152.0,47.0,2052.0,8.0,11.0,8.0,0.0,1514.0,7734.0,3861.0,1478.0,1424.0,3.0,2.0,21.0,22.0,94.0,50.0,76.0,2.0,83.3,37.9,1.0,1.0,4
Andreas Christensen,DEN,DF,40000000.0,Defender - Centre-Back,right,Premier League,27.0,23.0,2086.0,0.0,0.0,1.1,1.1,0.2,23.2,13.0,1.0,1225.0,1323.0,28020.0,265.0,284.0,673.0,714.0,5.0,72.0,1.0,71.0,1304.0,1.0,129.0,1124.0,1138.0,4.0,5.0,5.0,13.0,9.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,59.0,3.0,1537.0,757.0,46.0,18.0,1518.0,1.0,1.0,1.0,0.0,1009.0,5665.0,3100.0,1016.0,1008.0,2.0,4.0,15.0,21.0,62.0,24.0,70.0,1.84,55.7,23.0,0.61,0.0,4
Henrikh Mkhitaryan,ARM,"FW,MF",35000000.0,midfield - Attacking Midfield,both,Premier League,11.0,9.0,794.0,2.0,4.0,1.8,1.8,2.3,8.8,21.0,11.0,354.0,477.0,5517.0,204.0,250.0,113.0,141.0,15.0,22.0,16.0,38.0,455.0,1.0,105.0,376.0,367.0,1.0,20.0,16.0,24.0,19.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,3.0,40.0,29.0,694.0,311.0,361.0,27.0,656.0,12.0,30.0,14.0,2.0,476.0,3119.0,1802.0,582.0,513.0,21.0,26.0,12.0,19.0,74.0,23.0,63.0,1.66,63.1,13.4,0.35,0.0,4
Nacho Monreal,ESP,DF,13000000.0,Defender - Left-Back,left,Premier League,28.0,26.0,2243.0,5.0,2.0,1.8,1.8,1.3,24.9,21.0,8.0,1556.0,1774.0,28452.0,623.0,691.0,733.0,802.0,12.0,154.0,11.0,114.0,1711.0,0.0,221.0,1393.0,208.0,3.0,14.0,35.0,26.0,22.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,5.0,94.0,29.0,2004.0,1070.0,367.0,40.0,1942.0,3.0,8.0,3.0,0.0,1319.0,7356.0,3752.0,1386.0,1346.0,7.0,5.0,17.0,19.0,74.0,23.0,63.0,1.66,63.1,13.4,0.35,0.0,3
Antonio Rüdiger,GER,DF,40000000.0,Defender - Centre-Back,right,Premier League,27.0,25.0,2338.0,2.0,1.0,1.9,1.9,0.5,26.0,16.0,4.0,1487.0,1686.0,31433.0,435.0,473.0,804.0,863.0,2.0,130.0,3.0,85.0,1663.0,1.0,197.0,1357.0,1161.0,4.0,20.0,16.0,12.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,84.0,17.0,1930.0,1032.0,129.0,22.0,1910.0,2.0,8.0,2.0,0.0,1325.0,8097.0,4829.0,1364.0,1349.0,6.0,10.0,15.0,21.0,62.0,24.0,70.0,1.84,55.7,23.0,0.61,0.0,4
